epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.7101936340332031,0.0005000000237487257,0.7247310280799866,0.8359020948410034,0.47783002257347107
1,0.907825231552124,0.0005000000237487257,0.247218519449234,0.9401631951332092,0.11750664561986923
2,0.9254280924797058,0.0005000000237487257,0.18133600056171417,0.9510425925254822,0.10830692946910858
3,0.9337493777275085,0.0005000000237487257,0.15463565289974213,0.9619220495223999,0.10058631747961044
4,0.9380701184272766,0.0005000000237487257,0.15211866796016693,0.9582955837249756,0.10510722547769547
5,0.941750705242157,0.0005000000237487257,0.14357207715511322,0.9637352824211121,0.09797582030296326
6,0.9433509111404419,0.0005000000237487257,0.13707125186920166,0.9637352824211121,0.09568246454000473
7,0.9455912709236145,0.0005000000237487257,0.13122092187404633,0.9628286361694336,0.0943603515625
8,0.9463914036750793,0.0005000000237487257,0.12496784329414368,0.9637352824211121,0.09480275958776474
9,0.9470314979553223,0.0005000000237487257,0.12681347131729126,0.9546690583229065,0.1041054055094719
10,0.9435109496116638,0.0005000000237487257,0.125128373503685,0.9637352824211121,0.09787850826978683
11,0.94767165184021,0.0005000000237487257,0.11957018822431564,0.9637352824211121,0.0931171104311943
12,0.947991669178009,0.0005000000237487257,0.1216835007071495,0.9528558254241943,0.10257281363010406
13,0.948631763458252,0.0005000000237487257,0.11846226453781128,0.9601088166236877,0.09655720740556717
14,0.9524723887443542,0.0005000000237487257,0.11389350891113281,0.9637352824211121,0.09492290765047073
15,0.9495919346809387,0.0005000000237487257,0.12077896296977997,0.9637352824211121,0.09486930072307587
16,0.9500719904899597,0.0005000000237487257,0.11644034832715988,0.9628286361694336,0.09874195605516434
17,0.9526324272155762,0.0002500000118743628,0.10899917036294937,0.9564822912216187,0.09705393761396408
18,0.9529524445533752,0.0002500000118743628,0.10231376439332962,0.9601088166236877,0.09466016292572021
19,0.9551928043365479,0.0002500000118743628,0.10304142534732819,0.9564822912216187,0.09791604429483414
20,0.9511922001838684,0.0002500000118743628,0.11077625304460526,0.9619220495223999,0.0941346064209938
21,0.9524723887443542,0.0002500000118743628,0.10328824818134308,0.9628286361694336,0.09377126395702362
