epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.0478515625,0.0005000000237487257,3.5050601959228516,0.064453125,3.459514617919922
1,0.0712890625,0.0005000000237487257,3.433713436126709,0.064453125,3.361164093017578
2,0.06884765625,0.0005000000237487257,3.3388376235961914,0.0859375,3.25687575340271
3,0.08447265625,0.0005000000237487257,3.2586472034454346,0.1171875,3.1703619956970215
4,0.1025390625,0.0005000000237487257,3.192715644836426,0.146484375,3.0816171169281006
5,0.11376953125,0.0005000000237487257,3.1326539516448975,0.134765625,3.0000624656677246
6,0.12158203125,0.0005000000237487257,3.067614793777466,0.142578125,2.9132347106933594
7,0.1162109375,0.0005000000237487257,3.00972056388855,0.1484375,2.8872880935668945
8,0.142578125,0.0005000000237487257,2.953866481781006,0.162109375,2.8102641105651855
9,0.14990234375,0.0005000000237487257,2.8997962474823,0.171875,2.773498058319092
10,0.169921875,0.0005000000237487257,2.850792407989502,0.173828125,2.7176008224487305
11,0.15673828125,0.0005000000237487257,2.8080005645751953,0.173828125,2.693769693374634
12,0.16162109375,0.0005000000237487257,2.789440155029297,0.166015625,2.6798224449157715
13,0.1650390625,0.0005000000237487257,2.738473892211914,0.205078125,2.5899133682250977
14,0.1748046875,0.0005000000237487257,2.6976630687713623,0.1953125,2.5924606323242188
15,0.1787109375,0.0005000000237487257,2.669696807861328,0.1953125,2.554224729537964
16,0.185546875,0.0005000000237487257,2.669471502304077,0.201171875,2.5268938541412354
17,0.17724609375,0.0005000000237487257,2.635355234146118,0.203125,2.551464796066284
18,0.18115234375,0.0005000000237487257,2.634817123413086,0.19140625,2.5532596111297607
19,0.17626953125,0.0005000000237487257,2.6110095977783203,0.19921875,2.498725652694702
20,0.18505859375,0.0005000000237487257,2.581735372543335,0.232421875,2.497586250305176
21,0.2197265625,0.0005000000237487257,2.5353856086730957,0.216796875,2.48286771774292
22,0.20849609375,0.0005000000237487257,2.52163028717041,0.216796875,2.479616403579712
23,0.20361328125,0.0005000000237487257,2.5447044372558594,0.197265625,2.475754976272583
24,0.2158203125,0.0005000000237487257,2.5210812091827393,0.19921875,2.490009069442749
25,0.21337890625,0.0005000000237487257,2.510880708694458,0.228515625,2.454737901687622
26,0.21826171875,0.0005000000237487257,2.4746615886688232,0.23046875,2.444197654724121
27,0.22802734375,0.0005000000237487257,2.469642162322998,0.228515625,2.4378504753112793
28,0.232421875,0.0005000000237487257,2.4364943504333496,0.22265625,2.4211270809173584
29,0.24609375,0.0005000000237487257,2.4109954833984375,0.236328125,2.4269790649414062
30,0.2421875,0.0005000000237487257,2.406919479370117,0.224609375,2.439368486404419
31,0.240234375,0.0005000000237487257,2.404745101928711,0.234375,2.4343199729919434
32,0.24072265625,0.0005000000237487257,2.3787620067596436,0.23828125,2.403275966644287
33,0.2548828125,0.0005000000237487257,2.365295886993408,0.220703125,2.4341397285461426
34,0.25537109375,0.0005000000237487257,2.3687496185302734,0.25,2.423149585723877
35,0.24853515625,0.0005000000237487257,2.342102527618408,0.2421875,2.3867197036743164
36,0.2783203125,0.0005000000237487257,2.310128927230835,0.234375,2.3848981857299805
37,0.2744140625,0.0005000000237487257,2.286799669265747,0.236328125,2.4072251319885254
38,0.27978515625,0.0005000000237487257,2.3002796173095703,0.236328125,2.4350128173828125
39,0.271484375,0.0005000000237487257,2.299776554107666,0.236328125,2.431910276412964
40,0.27880859375,0.0005000000237487257,2.284182548522949,0.244140625,2.4509525299072266
41,0.2890625,0.0005000000237487257,2.2576053142547607,0.234375,2.441835641860962
42,0.298828125,0.0002500000118743628,2.210581064224243,0.25390625,2.398099660873413
43,0.31494140625,0.0002500000118743628,2.18227219581604,0.251953125,2.391968250274658
44,0.31982421875,0.0002500000118743628,2.164334774017334,0.240234375,2.423039197921753
45,0.3251953125,0.0002500000118743628,2.138424873352051,0.25390625,2.4246716499328613
46,0.32080078125,0.0002500000118743628,2.147982358932495,0.2578125,2.404827356338501
